sample_id	begin	end	type	extraction	mistake_type
14834	433	441	location-GPE	Scotland	FN
14835	69	79	location-island	Guadeloupe	FP
14835	26	36	location-island	Guadeloupe	FP
14835	97	115	organization-government/governmentagency	French French Senate	FP
14835	97	103	location-GPE	French	FN
14835	103	115	organization-politicalparty	French Senate	FN
14835	26	36	location-GPE	Guadeloupe	FN
14835	69	79	location-GPE	Guadeloupe	FN
14836	112	120	art-music	My Lovin '	FP
14836	112	119	art-music	My Lovin	FN
14837	16	28	product-car	CA25N Gazelle	FP
14837	16	28	product-airplane	CA25N Gazelle	FN
14838	0	9	person-other	Paul Guran	FN
14841	30	37	other-language	Sorbian	FP
14841	81	88	other-language	Sorbian	FP
14841	30	45	other-language	Sorbian language	FN
14841	81	96	other-language	Sorbian language	FN
14842	96	113	product-other	cuprammonium rayon	FP
14842	78	87	product-other	cellulose	FP
14842	96	113	other-chemicalthing	cuprammonium rayon	FN
14842	78	94	other-chemicalthing	cellulose acetate	FN
14843	59	69	person-politician	Lenin-type	FP
14844	7	42	event-sportsevent	All Japan Grand Touring Car Championship	FP
14844	61	102	event-sportsevent	Japan Automobile Federation GT premiere racing	FP
14844	3	42	event-sportsevent	1997 All Japan Grand Touring Car Championship	FN
14844	61	88	organization-other	Japan Automobile Federation GT	FN
14845	89	107	event-attack/battle/war/militaryconflict	St. Mihiel offensive	FP
14845	10	19	location-GPE	West Point	FP
14845	0	6	person-other	Irving	FP
14845	0	6	person-soldier	Irving	FN
14845	10	19	organization-education	West Point	FN
14845	89	98	location-GPE	St. Mihiel	FN
14846	11	17	location-GPE	Angers	FP
14846	11	17	building-other	Angers	FN
14847	22	64	building-airport	Greenville-Spartanburg International Airport	FP
14847	65	68	building-airport	GSP	FP
14847	22	64	organization-other	Greenville-Spartanburg International Airport	FN
14847	65	68	organization-other	GSP	FN
14852	115	121	person-politician	Harkin	FP
14852	82	86	location-GPE	Iowa	FP
14852	82	87	location-GPE	Iowa ,	FN
14852	115	122	person-politician	Harkin ,	FN
14853	16	20	product-food	khat	FP
14859	10	24	organization-other	Apache Longbows	FP
14859	10	24	product-airplane	Apache Longbows	FN
14862	7	13	organization-company	Failla	FP
14862	43	49	organization-company	Failla	FP
14862	23	33	organization-company	Castellano	FP
14862	23	33	person-other	Castellano	FN
14862	7	13	person-other	Failla	FN
14862	43	49	person-other	Failla	FN
14864	29	32	person-scholar	Mr.	FP
14864	126	152	event-other	California State Science Fair	FP
14864	29	38	person-other	Mr. Ritter	FN
14864	123	152	event-other	the California State Science Fair	FN
14865	0	4	person-other	Kate	FP
14865	35	50	person-actor	Sofia Vassilieva	FP
14865	53	67	person-actor	Abigail Breslin	FP
14865	7	11	person-other	Anna	FP
14865	7	11	person-actor	Anna	FN
14865	53	67	person-other	Abigail Breslin	FN
14865	0	4	person-actor	Kate	FN
14865	35	50	person-other	Sofia Vassilieva	FN
14869	93	105	event-sportsevent	America 's Cup	FP
14869	61	77	organization-sportsteam	New York Yacht Club	FP
14869	90	105	organization-sportsleague	the America 's Cup	FN
14869	58	77	organization-other	the New York Yacht Club	FN
14870	133	140	organization-company	Miramax	FP
14870	133	140	organization-media/newspaper	Miramax	FN
14871	68	73	organization-media/newspaper	Facla	FP
14871	68	73	organization-government/governmentagency	Facla	FN
14872	13	27	person-politician	Samuel Bronfman	FP
14872	111	127	person-other	Wendell L. Willkie	FP
14872	64	74	organization-politicalparty	Republican	FP
14872	13	27	person-other	Samuel Bronfman	FN
14872	111	127	person-politician	Wendell L. Willkie	FN
14874	305	308	organization-sportsleague	NRL	FP
14875	12	21	person-other	Jimmy King	FP
14875	30	34	person-other	King	FP
14875	30	34	person-athlete	King	FN
14875	12	21	person-athlete	Jimmy King	FN
14876	90	96	product-car	BYD Qin	FP
14876	105	110	product-car	BYD e6	FP
14876	119	133	product-car	BAIC E-Series EV	FP
14876	3	10	product-car	BYD Tang	FP
14876	148	161	product-car	SAIC Roewe e550	FP
14876	93	96	product-car	Qin	FN
14876	152	157	product-car	Roewe	FN
14876	6	10	product-car	Tang	FN
14876	148	152	organization-company	SAIC	FN
14876	3	6	organization-company	BYD	FN
14876	90	93	organization-company	BYD	FN
14876	105	108	organization-company	BYD	FN
14876	108	110	product-car	e6	FN
14876	119	123	organization-company	BAIC	FN
14877	0	10	other-biologything	Asparagine	FP
14877	50	53	other-astronomything	C17	FP
14877	55	58	other-astronomything	f78	FP
14877	50	53	other-biologything	C17	FN
14877	0	29	other-biologything	Asparagine linked glycosylation	FN
14877	55	58	other-biologything	f78	FN
14881	5	14	organization-sportsteam	Warringah	FP
14881	0	14	organization-sportsteam	Manly Warringah	FN
14884	1	12	organization-media/newspaper	Kathimerini	FP
14884	1	12	art-writtenart	Kathimerini	FN
14887	0	5	person-scholar	Meech	FP
14887	103	126	product-other	Towards Planetary Systems	FP
14887	127	131	product-other	TOPS	FP
14887	127	131	organization-other	TOPS	FN
14887	103	126	organization-other	Towards Planetary Systems	FN
14887	0	5	person-other	Meech	FN
14888	31	43	location-GPE	Fort Snelling	FP
14888	31	43	building-other	Fort Snelling	FN
14891	48	51	building-theater	The	FP
14891	51	83	building-theater	Big Stone Theatre of Saint Petersburg	FP
14891	68	83	location-GPE	Saint Petersburg	FN
14891	51	66	building-theater	Big Stone Theatre	FN
14897	0	10	person-other	Dinesh Dass	FP
14898	0	4	organization-education	NUNM	FP
14898	0	4	organization-other	NUNM	FN
14900	2	7	location-GPE	China	FP
14901	2	12	product-game	Night Nurse	FP
14901	85	93	product-game	Clubland	FP
14901	2	12	art-music	Night Nurse	FN
14901	85	95	art-music	Clubland 18	FN
14902	18	31	other-medical	carbamazepine	FP
14902	3	18	other-medical	anticonvulsants	FP
14902	3	31	other-medical	anticonvulsants carbamazepine	FN
14904	156	164	product-airplane	B-18 Bolo	FP
14904	156	172	product-airplane	B-18 Bolo aircraft	FN
14905	3	11	organization-religion	St. Peter	FP
14905	3	29	building-other	St. Peter Cathedral Vicariate	FN
14906	65	73	location-GPE	Brussels	FP
14906	59	73	location-GPE	City of Brussels	FN
14908	0	6	organization-other	Google	FP
14908	0	6	organization-company	Google	FN
14909	187	199	art-music	Form the Habit	FP
14909	52	63	art-music	J-Beck Story	FP
14909	114	120	person-artist/author	Zakary	FP
14909	168	199	art-music	Passage to India '' , `` Form the Habit	FN
14909	52	71	art-music	J-Beck Story , Volume 2	FN
14909	114	125	organization-showorganization	Zakary Thaks	FN
14910	7	17	organization-government/governmentagency	Parliament	FP
14910	100	116	organization-government/governmentagency	Canadian Ministry	FP
14910	93	116	organization-government/governmentagency	the 28th Canadian Ministry	FN
14916	27	34	person-other	Sean Ely	FP
14916	6	15	organization-religion	Christian	FN
14916	27	34	person-scholar	Sean Ely	FN
14920	83	88	organization-other	ESPNU	FP
14921	0	10	location-GPE	Bangladesh	FN
14923	30	44	product-software	VLC Media Player	FP
14923	21	23	product-software	Qt	FP
14923	87	90	product-software	GUI	FP
14923	21	44	product-software	Qt include VLC Media Player	FN
14924	101	107	location-GPE	Europe	FN
14925	94	104	location-road/railway/highway/transit	Interstate	FP
14925	64	85	organization-education	Mercer University Drive	FP
14925	94	106	location-road/railway/highway/transit	Interstate 75	FN
14925	64	80	organization-education	Mercer University	FN
14926	31	42	location-road/railway/highway/transit	Splügen Pass	FP
14926	31	42	location-other	Splügen Pass	FN
14927	84	97	building-other	Ferry Terminal	FP
14927	57	70	building-other	Ferry Terminal	FP
14927	57	70	product-ship	Ferry Terminal	FN
14927	84	97	product-ship	Ferry Terminal	FN
14928	106	116	location-GPE	Washington	FP
14928	106	120	location-GPE	Washington , D.C	FN
14931	66	68	other-biologything	MI	FP
14931	11	18	other-biologything	heparin	FP
14931	33	45	other-disease	pericarditis	FP
14931	66	68	other-disease	MI	FN
14931	11	18	other-medical	heparin	FN
14933	58	63	organization-sportsteam	Royal	FP
14933	42	47	organization-sportsteam	Sloan	FP
14933	42	47	person-athlete	Sloan	FN
14933	58	85	organization-sportsteam	Royal and Prior School of Raphoe	FN
14934	0	13	organization-sportsteam	William Pukylo	FP
14934	0	13	person-athlete	William Pukylo	FN
14935	43	56	location-GPE	West Palm Beach	FP
14935	43	56	location-bodiesofwater	West Palm Beach	FN
14935	100	114	person-scholar	Saffir–Simpson	FN
14936	48	60	building-other	Verkhni Horad	FP
14936	65	75	building-other	Uppert Town	FP
14936	48	60	location-GPE	Verkhni Horad	FN
14936	65	75	location-GPE	Uppert Town	FN
14937	55	64	other-award	Schneider	FP
14937	75	83	person-athlete	Thompson	FP
14937	65	71	person-athlete	Bendix	FP
14937	55	64	organization-company	Schneider	FN
14937	65	71	organization-company	Bendix	FN
14937	75	83	organization-company	Thompson	FN
14938	100	116	building-theater	Zurich Opera House	FP
14938	22	32	organization-showorganization	Opera House	FP
14938	61	77	person-other	Ferdinand Leitner	FP
14938	22	41	organization-showorganization	Opera House orchestra	FN
14938	61	77	person-director	Ferdinand Leitner	FN
14938	100	116	organization-other	Zurich Opera House	FN
14939	25	31	person-other	Baldur	FP
14939	40	43	person-other	Amn	FP
14939	25	37	organization-other	Baldur 's Gate	FN
14939	40	43	organization-government/governmentagency	Amn	FN
14942	33	41	product-weapon	M42 Steel	FP
14942	3	12	product-weapon	HSS Cobalt	FP
14942	3	12	product-other	HSS Cobalt	FN
14942	33	41	product-other	M42 Steel	FN
14943	0	6	organization-company	Castle	FP
14943	0	6	person-director	Castle	FN
14945	18	43	organization-government/governmentagency	Government Economic Service	FP
14945	251	290	organization-government/governmentagency	Macroeconomic and Fiscal Policy Directorate	FP
14945	222	233	person-politician	Dave Ramsden	FP
14945	59	72	person-politician	Nicholas Stern	FP
14945	142	152	person-politician	Vicky Pryce	FP
14945	59	72	person-other	Nicholas Stern	FN
14945	142	152	person-other	Vicky Pryce	FN
14945	80	85	person-other	Stern	FN
14945	222	233	person-other	Dave Ramsden	FN
14946	15	20	other-disease	heart	FP
14948	94	103	person-soldier	Roundhead	FP
14948	58	66	person-soldier	Tecumseh	FP
14948	184	193	person-soldier	Roundhead	FP
14948	144	152	person-soldier	Tecumseh	FP
14948	25	33	person-soldier	Tecumseh	FP
14948	58	66	person-other	Tecumseh	FN
14948	144	152	person-other	Tecumseh	FN
14948	94	103	person-other	Roundhead	FN
14948	25	33	person-other	Tecumseh	FN
14948	184	193	person-other	Roundhead	FN
14951	0	16	person-artist/author	Juan Carlos Tolosa	FP
14951	0	16	person-other	Juan Carlos Tolosa	FN
14952	22	41	building-library	Newark Public Library	FP
14952	0	41	building-library	The North End branch of the Newark Public Library	FN
14954	26	31	person-other	Jinty	FP
14954	26	36	product-train	Jinty 16440	FN
14955	115	122	art-writtenart	Terence	FP
14955	81	88	person-artist/author	Plautus	FP
14955	81	88	art-other	Plautus	FN
14955	115	122	art-other	Terence	FN
14959	66	71	location-park	GINPR	FP
14959	35	65	location-park	Gulf Islands National Park Reserve	FP
14959	35	65	location-other	Gulf Islands National Park Reserve	FN
14959	203	208	location-other	Crown	FN
14959	66	71	location-other	GINPR	FN
14960	38	49	product-other	PlayStation	FP
14960	38	49	organization-company	PlayStation	FN
14962	54	67	location-park	New York City 's	FP
14962	67	78	location-park	Central Park	FP
14962	54	78	location-park	New York City 's Central Park	FN
14966	0	6	person-other	Renkse	FP
14966	0	6	person-artist/author	Renkse	FN
14967	58	62	person-artist/author	Livy	FP
14967	0	6	person-artist/author	Florus	FP
14967	0	6	person-other	Florus	FN
14967	58	62	art-writtenart	Livy	FN
14968	31	35	location-GPE	Penn	FP
14968	31	35	organization-education	Penn	FN
14969	50	63	art-writtenart	The Wallflower	FP
14969	50	63	art-other	The Wallflower	FN
14970	94	99	person-artist/author	Kahlo	FP
14970	94	99	person-other	Kahlo	FN
14971	88	95	location-GPE	English	FN
14974	30	38	product-software	DMAX +1.5	FP
14974	0	7	product-software	Quest +1	FP
14974	30	38	organization-media/newspaper	DMAX +1.5	FN
14976	0	5	location-GPE	Today	FP
14977	78	83	other-educationaldegree	M.Div	FN
14978	98	102	person-other	Bear	FN
14979	88	99	location-GPE	Connecticut	FP
14979	26	38	person-other	Brigham Young	FP
14979	78	82	building-other	Weir	FP
14979	0	14	person-other	Mahonri M. Young	FP
14981	42	45	other-biologything	SH2	FP
14981	93	116	other-biologything	phosphorylated tyrosines	FP
14981	59	73	other-biologything	tyrosine kinase	FN
14982	83	87	event-disaster	1906	FP
14982	211	224	event-disaster	Hurricane Cleo	FP
14982	273	291	event-disaster	Homestead Hurricane	FP
14982	87	107	event-disaster	Florida Keys hurricane	FP
14982	112	126	event-disaster	Miami hurricane	FP
14982	172	186	event-disaster	Miami Hurricane	FP
14982	131	146	event-disaster	Yankee hurricane	FP
14982	151	167	event-disaster	Florida hurricane	FP
14982	191	204	event-disaster	Hurricane King	FP
14982	187	204	event-disaster	1950 Hurricane King	FN
14982	207	224	event-disaster	1964 Hurricane Cleo	FN
14982	108	126	event-disaster	1926 Miami hurricane	FN
14982	147	167	event-disaster	1941 Florida hurricane	FN
14982	269	291	event-disaster	1945 Homestead Hurricane	FN
14982	83	107	event-disaster	1906 Florida Keys hurricane	FN
14982	168	186	event-disaster	1948 Miami Hurricane	FN
14982	127	146	event-disaster	1935 Yankee hurricane	FN
14985	86	95	product-other	TeleSqurt	FP
14986	99	104	organization-other	AASHO	FP
14986	56	98	organization-other	American Association of State Highway Officials	FP
14986	56	98	organization-government/governmentagency	American Association of State Highway Officials	FN
14986	99	104	organization-government/governmentagency	AASHO	FN
14991	16	20	other-medical	meth	FP
14991	65	71	other-medical	heroin	FP
14991	29	36	person-other	Whitton	FP
14993	95	102	location-GPE	Orishas	FP
14993	0	8	organization-religion	Irunmole	FP
14993	0	11	other-god	Irunmole ( s )	FN
14994	45	52	other-livingthing	condors	FP
14995	3	11	other-language	Romanian	FP
14995	38	44	location-GPE	Dacian	FN
14995	85	91	location-GPE	Dacian	FN
14995	17	22	location-bodiesofwater	bârsă	FN
14995	3	11	location-GPE	Romanian	FN
14996	88	99	location-bodiesofwater	Persian Gulf	FP
14996	115	125	product-game	Jane 's F-15	FP
14996	115	125	product-airplane	Jane 's F-15	FN
14996	88	99	location-other	Persian Gulf	FN
14997	15	26	organization-religion	Benedictine	FP
14999	87	89	person-actor	Ed	FP
14999	87	93	person-actor	Ed Wood	FN
15002	19	33	product-software	Rotten Tomatoes	FP
15002	19	33	organization-media/newspaper	Rotten Tomatoes	FN
15003	17	33	person-politician	Thomas Hastie Bell	FP
15003	0	8	location-GPE	Scottish	FP
15003	17	33	person-other	Thomas Hastie Bell	FN
15005	64	92	event-other	Peace of Saint-Germain-en-Laye	FP
15005	136	144	event-attack/battle/war/militaryconflict	Massacre	FP
15005	136	167	event-other	Massacre of Saint Bartholomew 's Day	FN
15005	64	98	other-law	Peace of Saint-Germain-en-Laye in 1570	FN
15006	104	109	building-airport	Palma	FP
15006	104	119	location-GPE	Palma de Mallorca	FN
15007	95	121	organization-religion	United Congregational Church	FP
15007	21	33	person-politician	Joseph Parker	FP
15007	95	121	organization-other	United Congregational Church	FN
15007	21	33	person-other	Joseph Parker	FN
15008	0	10	person-other	Roger Ebert	FP
15008	0	10	person-actor	Roger Ebert	FN
15009	88	95	location-GPE	Tagalog	FP
15009	156	163	location-GPE	Spanish	FP
15009	126	136	location-GPE	Philippine	FP
15009	80	95	location-GPE	Southern Tagalog	FN
15009	126	146	event-protest	Philippine revolution	FN
15010	10	18	person-scholar	Charles E	FP
15010	0	9	location-GPE	Rosenburg	FP
15010	0	9	person-other	Rosenburg	FN
15010	10	19	person-other	Charles E .	FN
15011	48	59	product-software	Windows Live	FP
15011	62	65	product-software	MSN	FP
15011	48	74	organization-company	Windows Live and MSN marketing	FN
15014	133	139	other-currency	8 pence	FP
15014	54	67	other-currency	3 pounds and 12 p	FP
15014	125	127	other-currency	8 p	FP
15014	39	49	other-currency	3 pounds 12 p	FP
15014	72	86	other-currency	3 pounds 12 pence	FP
15014	91	108	other-currency	3 pounds and 12 pence	FP
15014	73	79	other-currency	pounds	FN
15014	126	127	other-currency	p	FN
15014	66	67	other-currency	p	FN
15014	81	86	other-currency	pence	FN
15014	48	49	other-currency	p	FN
15014	40	46	other-currency	pounds	FN
15014	55	61	other-currency	pounds	FN
15014	103	108	other-currency	pence	FN
15014	134	139	other-currency	pence	FN
15014	92	98	other-currency	pounds	FN
15015	276	283	person-soldier	Raymond	FP
15015	200	206	person-soldier	Robert	FP
15015	122	130	person-soldier	Albert J.	FP
15015	216	229	person-other	Gilbert T. Rude	FP
15015	276	288	person-other	Raymond Swick	FN
15015	216	229	person-soldier	Gilbert T. Rude	FN
15015	122	139	person-soldier	Albert J. Hoskinson	FN
15015	200	212	person-soldier	Robert F. Luce	FN
15016	65	77	location-GPE	Kuala Kangsar	FP
15016	94	101	building-other	General	FP
15016	36	47	building-other	General Farm	FP
15016	14	30	building-other	Kinta General Farm	FP
15016	138	148	location-GPE	Lower Perak	FP
15016	107	112	location-GPE	Perak	FP
15016	50	77	location-other	Opium Duty Farm of Kuala Kangsar	FN
